,cal0,cal1,cal2
ch01,-2.7936910121691985,0.026390272434725217,0.0
ch02,-3.063472413792566,0.025269323625105124,0.0
ch03,-6.335525003022344,0.026708961551332486,0.0
ch04,-3.5428904394500877,0.02706227127492193,0.0
ch05,-2.8231076095586696,0.02191259823373636,0.0
ch06,-3.524579524790371,0.02591497237315078,0.0
ch07,-2.829542005252408,0.02092333871205177,0.0
