,cal0,cal1,cal2
ch01,-2.682388939277977,0.02582862388412214,0.0
ch02,-3.157026243340929,0.025052659990376532,0.0
ch03,-6.3799909710775315,0.026637386348747887,0.0
ch04,-3.732181402302315,0.02722407842054691,0.0
ch05,-3.00343597328643,0.021875196440193583,0.0
ch06,-3.3265553719225065,0.025677399301935605,0.0
ch07,-2.7326815452694158,0.020802996955693792,0.0
