,cal0,cal1,cal2
ch01,-2.707768841536504,0.026489230913979468,0.0
ch02,-2.970307788541782,0.025177859971163032,0.0
ch03,-6.171403391575306,0.02638007932816826,0.0
ch04,-3.5538401689886365,0.02706224970731915,0.0
ch05,-2.741087823906722,0.02191527799185202,0.0
ch06,-3.584894906136932,0.025811020398981293,0.0
ch07,-2.7920347541989536,0.02080739888608153,0.0
