,cal0,cal1,cal2
ch01,-2.607548829450435,0.025470585885635492,0.0
ch02,-3.0085494435156606,0.024773049810066786,0.0
ch03,-6.300381927649394,0.02657189933576924,0.0
ch04,-3.8182659969975767,0.027231207774469926,0.0
ch05,-2.940291943776052,0.021856353752669613,0.0
ch06,-3.278720453349204,0.025284900191925693,0.0
ch07,-3.1090610325822934,0.02127237503898269,0.0
