,cal0,cal1,cal2
ch01,-3.55359943797989,0.02604947117490373,0.0
ch02,-3.731687514058381,0.026366940133471482,0.0
ch03,-6.984970707442417,0.027204840828738162,0.0
ch04,-3.517115272565043,0.027515291094735782,0.0
ch05,-3.5351084251657188,0.02199694995778622,0.0
ch06,-3.7859014828425006,0.026009544140422374,0.0
ch07,-3.724546682049116,0.021418376232595404,0.0
