,cal0,cal1,cal2
ch01,-2.606442496135201,0.02630574563483513,0.0
ch02,-2.821285321648726,0.02510250974702769,0.0
ch03,-6.075955927594019,0.02650449020134849,0.0
ch04,-3.467491081986045,0.027058000160011426,0.0
ch05,-2.64521755944493,0.021914946513482993,0.0
ch06,-3.603483335705277,0.026028230523353502,0.0
ch07,-2.8780878749358436,0.02100155371825846,0.0
