,cal0,cal1,cal2
ch01,-3.644633616697284,0.026053393195540203,0.0
ch02,-4.40395121533175,0.026223789107813384,0.0
ch03,-6.867326781082501,0.027090576917101216,0.0
ch04,-3.5100028068878055,0.0270206811250089,0.0
ch05,-3.545678480360649,0.02199490534837283,0.0
ch06,-3.8206568245047223,0.025907811975775116,0.0
ch07,-3.6467580739642655,0.02134220639699602,0.0
