,cal0,cal1,cal2
ch01,-3.214937941451634,0.02588569132944211,0.0
ch02,-3.8034373585558403,0.025362570125049267,0.0
ch03,-7.08583156490872,0.027284728914752573,0.0
ch04,-4.017062031576984,0.027192793059817512,0.0
ch05,-3.10347449621467,0.021765631306250553,0.0
ch06,-3.7117567325279026,0.025030205782860655,0.0
ch07,-2.7615453667680816,0.019520751901436553,0.0
