,cal0,cal1,cal2
ch01,-2.9157130166527083,0.02626921390301211,0.0
ch02,-3.1542157656386722,0.025542256890419817,0.0
ch03,-6.4807174831980205,0.02679512053988664,0.0
ch04,-3.4803979434863783,0.027062556391096577,0.0
ch05,-2.883329303689278,0.021924383967146445,0.0
ch06,-3.6504317547033063,0.026036411787564454,0.0
ch07,-3.2322880494465984,0.021152772804567812,0.0
