,cal0,cal1,cal2
ch01,-3.232989648987581,0.02629449353319649,0.0
ch02,-3.707391034270223,0.025504744298831337,0.0
ch03,-6.743189340732188,0.0268585485035535,0.0
ch04,-3.710299906474527,0.02742002620843326,0.0
ch05,-2.9777998131440544,0.02193028878197501,0.0
ch06,-3.5304848807617084,0.02589524586349568,0.0
ch07,-2.8543459404651617,0.0203552254667305,0.0
