,cal0,cal1,cal2
ch01,-3.20877783687902,0.02634873890099106,0.0
ch02,-3.65963170000721,0.025525090034300348,0.0
ch03,-6.698106343832204,0.02665457462629364,0.0
ch04,-3.727485967232045,0.027064545380353532,0.0
ch05,-2.953732218711706,0.021907970084026965,0.0
ch06,-3.4549435986248125,0.025475238192319172,0.0
ch07,-2.836275979706237,0.020462252071851143,0.0
