,cal0,cal1,cal2
ch01,-2.66769214286766,0.026884894923245337,0.0
ch02,-3.015736508739264,0.025501587958280947,0.0
ch03,-6.435585096681673,0.027082037697128344,0.0
ch04,-3.6527374853943924,0.027334040907462203,0.0
ch05,-3.3271404011983474,0.022022205317077374,0.0
ch06,-3.733424033785776,0.025881179142407666,0.0
ch07,-3.3925860955945297,0.02128793311938657,0.0
