,cal0,cal1,cal2
ch01,-2.7472510247284805,0.02714373110951228,0.0
ch02,-3.0993989932036405,0.025630696778988233,0.0
ch03,-6.4587311720185205,0.027113942231136542,0.0
ch04,-3.6965014866716657,0.027960025977936304,0.0
ch05,-3.324344140028549,0.02218507260785228,0.0
ch06,-3.747068754564883,0.025911002187043335,0.0
ch07,-3.3706017063828853,0.021576175233619696,0.0
