,cal0,cal1,cal2
ch01,-2.6763052111960253,0.026373751532471568,0.0
ch02,-3.0432394916490564,0.025150259916506136,0.0
ch03,-6.340608093109995,0.02702700231762052,0.0
ch04,-3.7683668268155244,0.027334450427526732,0.0
ch05,-3.241445373318213,0.022034790150614474,0.0
ch06,-3.6297590959344936,0.0257135551745664,0.0
ch07,-2.7517281648765994,0.020373540063428036,0.0
