,cal0,cal1,cal2
ch01,-2.958515288681968,0.026648220278159773,0.0
ch02,-3.2643643717743682,0.02551077207413761,0.0
ch03,-6.587054696159979,0.02713196205163625,0.0
ch04,-3.630595810940476,0.027063983224686887,0.0
ch05,-3.3645528463560943,0.0219434113109787,0.0
ch06,-3.7457881720721993,0.02585149997306626,0.0
ch07,-3.1856532765560805,0.02114827652214767,0.0
