,cal0,cal1,cal2
ch01,-2.520693149439499,0.02649503467239153,0.0
ch02,-2.8222353895904955,0.024871056611951287,0.0
ch03,-6.257086352144062,0.026444189403431934,0.0
ch04,-3.693444971973694,0.02653782536122861,0.0
ch05,-3.0776940285299488,0.022114572396500408,0.0
ch06,-3.446786339422904,0.02567335581026834,0.0
ch07,-2.933376229502201,0.020542084867372995,0.0
