,cal0,cal1,cal2
ch01,-2.420703089063078,0.026305400647230477,0.0
ch02,-2.496752101972166,0.0250864658223676,0.0
ch03,-5.6527746835376345,0.026039210976142795,0.0
ch04,-3.3375489763922404,0.027062162912704454,0.0
ch05,-2.4948979306479013,0.021917215707837133,0.0
ch06,-3.605815547247503,0.02611423423996431,0.0
ch07,-2.972366050551794,0.020886242207511316,0.0
