,cal0,cal1,cal2
ch01,-2.5561862692947273,0.025617062636690054,0.0
ch02,-2.96831214784582,0.02473498437278533,0.0
ch03,-6.360557128732537,0.026732568926776206,0.0
ch04,-3.7673076591191,0.02727061208440821,0.0
ch05,-3.1255971574293264,0.021854976736999324,0.0
ch06,-3.4467561341534574,0.025564237576195154,0.0
ch07,-2.8712761755952916,0.020865292467630355,0.0
