,cal0,cal1,cal2
ch01,-3.0257008714079747,0.025562326905151003,0.0
ch02,-3.744432142730985,0.025392747570253858,0.0
ch03,-6.889878191566219,0.026601827125848326,0.0
ch04,-4.32490726840164,0.02760701910179806,0.0
ch05,-2.9382241824516653,0.02180050966378119,0.0
ch06,-4.025781366632215,0.024870948448855512,0.0
ch07,-3.710668909359469,0.02083981459439567,0.0
