,cal0,cal1,cal2
ch01,-2.7587630400744265,0.025748977411906557,0.0
ch02,-3.2736404217543558,0.025043549827260578,0.0
ch03,-6.630384575546186,0.027096482448025597,0.0
ch04,-3.92325094874509,0.027063203238304422,0.0
ch05,-3.0061063830189036,0.021896299688133485,0.0
ch06,-3.62248627078603,0.025588240958236454,0.0
ch07,-2.8528903446880602,0.020459148871034637,0.0
