,cal0,cal1,cal2
ch01,-3.0182622032102526,0.026379946027059193,0.0
ch02,-3.6805259200899627,0.025533789293221875,0.0
ch03,-6.569746867590645,0.02687294263320773,0.0
ch04,-3.6818406197271942,0.027058856740590786,0.0
ch05,-3.285413890069824,0.021932942424574005,0.0
ch06,-3.602605727302693,0.02570162241380746,0.0
ch07,-2.865484690629696,0.020944498158700156,0.0
