,cal0,cal1,cal2
ch01,-2.2939441056744956,0.02561867047033932,0.0
ch02,-3.3545964198515312,0.025141769908368944,0.0
ch03,-6.454258393827411,0.026626353685001214,0.0
ch04,-3.887554879301223,0.027008017737020194,0.0
ch05,-2.899077090403678,0.021832051713507442,0.0
ch06,-3.357529449798826,0.025347740683513854,0.0
ch07,-3.016555211632362,0.020981862036619458,0.0
